TotalComp,WideIndustry,Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,Ugdate,Age ofUnder,Graduate,GradDegree,MBA,MasterPHd,G_date,AgeofGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,,
2599370,Financial,Shawmut National,Mr. Joel B Alvord,Manchester,CT,55,Dartmouth,AB,60,21,Dartmouth,MBA,1,1,61,22,31,8,650000,650000,221247,1.08E+06,8020240,0.117,1931,244.6,-1,Financial services-regional banks,1,650
741192,Financial,Fourth Financial,Mr. Darrell G Knudson,Centerville,SD,56,,,,,,none,0,0,,,3,3,363838,300000,7770,69584,1810000,0.128,523,65.2,11,Financial services-regional banks,1,363.838
1738680,Financial,UJB Financial,Mr. T JosephSemrod,Oklahoma City,OK,57,U of Oklahoma,BA,58,21,U of Oklahoma,JD,0,1,63,26,13,13,665000,284350,685408,103926,5444240,0.344,1062,74.2,10,Financial services-regional banks,1,665
3382450,Financial,Barnett Banks,Mr. Charles E Rice,Chattanooga,TN,58,U of Miami,BBA,58,22,Rollins C,MBA,1,1,64,28,29,15,685000,1.02E+06,881971,799975,8830270,0.105,3130,421,10,Financial services-regional banks,1,685
1307150,Financial,Firstar,Mr. Roger L Fitzsimonds,Milwaukee,WI,56,U of Wisc Milwa,BA,60,22,U of Wisc Milwa,MBA,1,1,71,33,30,3,548000,378900,380250,,4217730,0.112,1209,204.3,22,Financial services-regional banks,1,548
506190,Financial,First Commercial,Mr. BarnettGrace,Batesville,AK,49,SMU,BBA,66,21,SMU,JD,0,1,68,23,22,7,314350,162000,5406,24434,2186050,1.525,237,37.5,22,Financial services-regional banks,1,314.35
1717700,Financial,NBD Bancorp,Mr. Verne G Istock,Grosse Pointe,MI,53,U of Michigan,BA,62,21,U of Michigan,MBA,1,1,63,22,31,1,725000,300000,324629,368074,,0.105,3208,481.8,14,Financial services-regional banks,1,725
397240,Financial,Worthen Banking,Mr. Curtis F Bradbury Jr,Little Rock,AR,44,U of Arkansas,BSB,70,20,U of Arkansas,MA,0,1,71,21,9,7,295934,95000,6306,,3151990,0.429,279,31.4,20,Financial services-regional banks,1,295.934
2144240,Financial,First Interstate Ban,Mr. Edward M Carson,Tucson,AZ,64,Arizona State,BS,51,21,Rutgers-Stonier,MBA,1,1,63,33,43,4,784133,1.06E+06,254604,43500,5941110,0.043,3898,561.4,15,Financial services-regional banks,1,784.133
691994,Financial,Summit Bancorp,Mr. Robert G Cox,Watertown,NY,53,,,,,,none,0,0,,,21,1,332833,135000,224161,,,0.448,304,42.4,4,Financial services-regional banks,1,332.833
11705900,Financial,Mellon Bank,Mr. Frank V Cahouet,Boston,MA,61,Harvard,BA,54,21,U of Penn-Whart,MBA,1,1,59,26,7,7,760000,625000,2287530,8.03E+06,23139200,0.426,3237,361,20,Financial services-regional banks,1,760
716365,Financial,United Missouri Banc,Mr. R CrosbyKemper,Kansas City,MO,67,,,,,,none,0,0,,,44,24,578974,,80590,56801,3106150,15.114,415,41.1,12,Financial services-regional banks,1,578.974
385000,Financial,Citadel Holding,Mr. Richard M Greenwood,Fargo,ND,46,U of Idaho,BS,72,24,American Grad S,MBA,1,1,74,26,2,2,385000,,,,,0.00001,304,-67.2,-32,Financial services-thrift institutions,1,385
221641,Financial,Downey SavingsLoan,Mr. Thomas E Prince,Pasadena,CA,47,USC,BS,68,21,USC,MBA,1,1,74,27,2,1,165000,50292,6349,,,0.00001,238,28.6,11,Financial services-thrift institutions,1,165
551589,Financial,Sovereign Bancorp,Mr. Jay S Sidhu,India,,42,,,,,Wilkes C,MBA,1,1,73,21,8,5,195670,351422,4497,,1611150,1.295,271,30.6,41,Financial services-thrift institutions,1,195.67
674514,Financial,Anchor Bancorp,Mr. James M Large Jr,Philadelphia,PA,62,Princeton,BSE,54,22,,none,0,0,,,5,5,452539,203875,18100,,2584550,0.222,531,53.1,23,Financial services-thrift institutions,1,452.539
677260,Financial,Washington Mutual Sa,Mr. Kerry K Killinger,Des Moines,IA,44,U of Iowa,BBA,70,20,U of Iowa,MBA,1,1,71,21,18,4,430000,230000,17260,,5286420,0.866,1180,175.3,22,Financial services-thrift institutions,1,430
575211,Financial,CSF Holdings,Mr. Charles B Stuzin,Miami,FL,52,U of Florida,BS,64,22,U of Miami,JD,0,1,67,25,20,12,375000,155000,45211,,3953330,28.936,342,58.2,34,Financial services-thrift institutions,1,375
884470,Financial,Standard Federal Ban,Mr. Thomas R Ricketts,Detroit,MI,63,U of Michigan,BBA,53,22,U of Michigan,JD,0,1,56,25,38,20,753000,125500,5970,,3876430,0.115,769,115.6,29,Financial services-thrift institutions,1,753
617054,Financial,California Federal B,Mr. Edward G Harshfield,New York,NY,57,Southeastern U,BBA,62,25,,none,0,0,,,1,1,475000,100000,42054,,,0.00001,1084,-145.5,-37,Financial services-thrift institutions,1,475
800265,Financial,FirstFed Michigan,Mr. C GeneHarling,Gainesville,FL,48,U of Florida,BBA,68,22,Wayne State U,MBA,1,1,69,23,15,4,410000,258546,,131719,2980170,0.268,735,41.4,20,Financial services-thrift institutions,1,410
516665,Financial,American Savings of,Mr. Stephen D Taylor,Provo,UT,48,Brigham Young U,BA,69,23,Harvard,MBA,1,1,71,25,3,3,315000,157500,44165,,,0.351,191,30.5,,Financial services-thrift institutions,1,315
360274,Financial,Great Lakes Bancorp,Mr. Robert J Delonis,Detroit,MI,42,U of Michigan,BBA,73,21,,none,0,0,,,12,2,233462,46366,31568,48878,796732,0.267,218,12.9,7,Financial services-thrift institutions,1,233.462
722653,Financial,People's Bank,Mr. David E A Carson,England,,59,U of Michigan,BBA,55,20,,none,0,0,,,11,9,390000,263250,31153,38250,2437440,0.15,497,41.3,9,Financial services-thrift institutions,1,390
1184540,Financial,Commercial Federal,Mr. William A Fitzgerald,Omaha,NE,56,Creighton U,BS,59,21,,none,0,0,,,39,19,319332,127728,137700,599779,2738860,1.089,393,35,21,Financial services-thrift institutions,1,319.332
1029020,Financial,HF Ahmanson,Mr. Charles R Rinehart,San Francisco,CA,47,U of San Franci,BS,68,21,,none,0,0,,,5,1,643758,312817,72448,,,0.115,3100,-138,5,Financial services-thrift institutions,1,643.758
772155,Financial,Washington Federal S,Mr. Guy C Pinkerton,Seattle,WA,59,U of Washington,BA,59,24,,none,0,0,,,29,2,228800,43800,28080,471475,,1.092,295,95.2,22,Financial services-thrift institutions,1,228.8
1609290,Financial,Great Western Financ,Mr. James F Montgomery,Topeka,KS,59,UCLA,BS,57,22,,none,0,0,,,19,15,950000,142500,216166,300625,8963230,0.253,2883,62,6,Financial services-thrift institutions,1,950
798255,Financial,FirstFed Financial,Mr. William S Mortensen,Philadelphia,PA,61,USC,BS,54,21,,none,0,0,,,39,11,332800,,2629,462826,5962880,1.946,241,-2,2,Financial services-thrift institutions,1,332.8
350000,Financial,Northeast Federal,Mr. Kirk W Walters,American Falls,ID,38,USC,BBA,78,22,,none,0,0,,,5,1,350000,,,,,0.081,238,-14.1,6,Financial services-thrift institutions,1,350
500000,Financial,GP Financial,Mr. Thomas S Johnson,Racine,WI,53,Trinity College,AB,62,21,Harvard,MBA,1,1,64,23,1,1,500000,,,,,0.145,561,95.9,-35,Financial services-thrift institutions,1,500
1681920,Financial,Glendale Federal Ban,Mr. Stephen J Trafton,Mt Vernon,WA,47,Washington Stat,BS,68,21,,none,0,0,,,4,2,680000,1.00E+06,1920,,,0.003,1044,,-57,Financial services-thrift institutions,1,680
869452,Financial,TCF Financial,Mr. William A Cooper,Detroit,MI,50,Wayne State U,BS,67,23,,none,0,0,,,9,9,500006,,161871,207575,5679500,2.752,477,38,26,Financial services-thrift institutions,1,500.006
401917,Financial,FarmHome Financial,Mr. JohnMorton III,Orange,NJ,50,US Naval Acad,BS,67,23,Harvard,MBA,1,1,73,29,2,2,300000,25000,76917,,,0.015,252,15.1,25,Financial services-thrift institutions,1,300
2035940,Financial,Golden West Financia,Mrs. Marion O Sandler,Biddeford,ME,63,Wellesley C,BA,52,21,NYU,MBA,1,1,58,27,31,31,847333,,13391,1.18E+06,12696100,7.751,1932,273.9,17,Financial services-thrift institutions,1,847.333
728010,Financial,Coast Savings Financ,Mr. RayMartin,Nogales,AZ,58,,,,,,none,0,0,,,35,10,500004,200000,28006,,3453880,0.114,576,17.2,-1,Financial services-thrift institutions,1,500.004
490001,Financial,Rochester Community,Mr. Leonard S Simon,Passaic,NJ,57,MIT,BS,58,21,Columbia,PhD,0,1,63,26,25,10,360961,,129040,,2215280,0.267,240,-59.4,1,Financial services-thrift institutions,1,360.961
465000,Financial,Metropolitan Financi,Mr. Norman M Jones,Fargo,ND,63,,,,,,none,0,0,,,42,2,400000,65000,,,,1.549,563,65.2,30,Financial services-thrift institutions,1,400
1075140,Financial,Dime Bancorp,Mr. Richard D Parsons,Brooklyn,NY,46,U of Hawaii,BA,68,20,Union C,JD,0,1,71,23,6,4,525000,225000,325139,,2651220,0.382,576,44.6,-8,Financial services-thrift institutions,1,525
652115,Financial,St Paul Bancorp,Mr. Joseph C Scully,Detroit,MI,53,Loyola U,BS,62,21,Loyola U,MBA,1,1,72,31,31,12,323699,182375,146041,,3215080,0.442,289,41.4,18,Financial services-thrift institutions,1,323.699
523560,Financial,SFFed Corp,Mr. Roger L Gordon,Neosho,MO,52,,,,,,none,0,0,,,32,4,352194,148500,22866,,1822100,0.294,234,9.9,5,Financial services-thrift institutions,1,352.194
2246120,Food,Supervalu,Mr. Michael W Wright,Minneapolis,MN,55,U of Minnesota,BA,61,22,U of Minnesota,JD,0,1,63,24,17,13,675000,810000,14594,746528,6842950,0.22,16104,182.6,10,Food distributors-food wholesalers,2,675
494965,Food,Nash Finch,Mr. Harold B Finch Jr,Grand Forks,ND,66,U of Minnesota,BCH,52,24,,none,0,0,,,28,12,294191,150000,50774,,2214890,1.472,2724,15.9,-2,Food distributors-food wholesalers,2,294.191
325360,Food,Fleming Cos,Mr. Robert E Stauth,Dodge City,KS,49,Kansas State U,BS,66,21,,none,0,0,,,17,1,325186,,174,,,0.097,13092,37.5,-2,Food distributors-food wholesalers,2,325.186
1036170,Food,Sysco,Mr. John F Woodhouse,Wilmington,DE,63,Wesleyan C,BA,53,22,Harvard,MBA,1,1,55,24,25,11,562500,403664,70008,,5674830,0.354,10589,212.2,20,Food distributors-food wholesalers,2,562.5
14925100,Food,Brinker Internationa,Mr. Norman E Brinker,Denver,CO,63,San Diego State,,57,26,,none,0,0,,,11,11,573708,753887,104873,1.35E+07,16617000,2.056,740,56.9,43,Food distributors-restaurant chains,2,573.708
2079180,Food,McDonald's,Mr. Michael R Quinlan,Chicago,IL,49,Loyola U,BS,67,22,Loyola U,MBA,1,1,70,25,28,7,980000,800000,299176,,9273410,0.084,7408,1082.5,18,Food distributors-restaurant chains,2,980
838007,Food,Flagstar Cos,Mr. Jerome J Richardson,Spring Hope,NC,57,Wofford C,BA,59,22,,none,0,0,,,33,5,824355,,13652,,9291410,1.931,3970,-1681.5,,Food distributors-restaurant chains,2,824.355
20658300,Food,Cracker Barrel Old C,Mr. Dan W Evins,Smithville,TN,58,,,,,,none,0,0,,,24,24,326600,861748,30647,1.94E+07,24016800,0.671,578,51.1,43,Food distributors-restaurant chains,2,326.6
862818,Food,Hannaford Bros,Mr. Hugh G Farrington,North Conway,NH,49,Dartmouth,BA,67,22,U of New Hampsh,MA,0,1,68,23,26,2,338000,253500,181574,89744,,0.498,2055,54.6,14,Food distributors-supermarketsconvenience,2,338
836211,Food,Food Lion,Mr. Tom E Smith,Salisbury,NC,53,Catawba C,BA,64,23,,none,0,0,,,24,8,642314,,193897,,4760260,0.726,7610,3.9,-3,Food distributors-supermarketsconvenience,2,642.314
535170,Food,Southland,Mr. Clark J Matthews II,Arkansas City,KS,57,SMU,BA,59,22,SMU,JD,0,1,61,24,29,3,390000,131040,14130,,1764730,0.037,5781,-11.3,,Food distributors-supermarketsconvenience,2,390
1101620,Food,StopShop Companies,Mr. Lewis G Schaeneman Jr,Springfield,MA,63,Cornell,BS,52,21,Harvard,MBA,1,1,56,25,28,5,520000,572972,8650,,3485360,0.189,3568,63.7,32,Food distributors-supermarketsconvenience,2,520
409391,Food,Bruno's,Mr. Ronald G Bruno,Birmingham,AL,42,U of Alabama,BS,74,22,,none,0,0,,,21,4,305769,45000,58622,,1649920,7.479,2893,36.2,-5,Food distributors-supermarketsconvenience,2,305.769
1286140,Food,Kroger,Mr. Joseph A Pichler,St Louis,MO,54,U of Notre Dame,BA,61,21,U of Chicago,PhD,0,1,66,26,14,4,416923,582343,286876,,3705520,0.197,22384,170.8,18,Food distributors-supermarketsconvenience,2,416.923
984577,Food,Albertson's,Mr. Gary G Michael,Laurel,MT,53,U of Idaho,BS,62,21,,none,0,0,,,28,3,637577,325000,22000,,6632890,0.096,11284,339.7,24,Food distributors-supermarketsconvenience,2,637.577
770721,Food,Vons Cos,Mr. Roger E Stangeland,Chicago,IL,64,U of Illinois,BS,51,21,,none,0,0,,,34,10,700660,,70061,,4754890,2.157,5075,33,2,Food distributors-supermarketsconvenience,2,700.66
1606350,Food,American Stores,Mr. Victor L Lund,Salt Lake City,UT,46,U of Utah,BS,69,21,U of Utah,MBA,1,1,72,24,17,2,750000,259145,295004,302196,5457160,0.362,18763,262.1,14,Food distributors-supermarketsconvenience,2,750
1095000,Food,Safeway,Mr. Steven A Burd,Valley City,ND,44,Carroll C,BS,71,21,U of Wisc Milwa,MA,0,1,73,23,2,1,550000,545000,,,,0.056,15215,123.3,19,Food distributors-supermarketsconvenience,2,550
1294820,Food,Giant Food,Mr. IsraelCohen,Israel,,81,,,,,,none,0,0,,,58,17,556600,690500,47723,,19577700,4.796,3567,95,-2,Food distributors-supermarketsconvenience,2,556.6
575472,Food,Penn Traffic,Mr. Claude J Incaudo,Detroit,MI,60,,,,,,none,0,0,,,17,4,360500,214972,,,2218640,0.7,3172,8.2,18,Food distributors-supermarketsconvenience,2,360.5
1254460,Food,Great AtlanticPaci,Mr. JamesWood,England,,64,Loughborough C,CB,55,25,,none,0,0,,,14,14,1090150,28250,136060,,30193400,0.029,10384,4,-11,Food distributors-supermarketsconvenience,2,1090.15
1222610,Food,Smith's FoodDrug C,Mr. Jeffrey P Smith,Brigham City,UT,44,,,,,,none,0,0,,,24,6,683606,539000,,,5550490,9.819,2807,45.8,1,Food distributors-supermarketsconvenience,2,683.606
760835,Food,Winn-Dixie Stores,Mr. A DanoDavis,New Rochelle,NY,48,,,,,,none,0,0,,,26,12,353600,395200,12035,,3624450,2.453,11040,239.7,22,Food distributors-supermarketsconvenience,2,353.6
1112450,Food,Brown-Forman,Mr. OwsleyBrown II,Louisville,KY,51,Yale,BA,64,21,Stanford U,MBA,1,1,66,23,26,1,398874,303525,388623,21432,,15.275,1409,163.3,10,Fooddrinktobacco-beverages,2,398.874
1208960,Food,Whitman,Mr. Bruce S Chelberg,Chicago,IL,59,U of Illinois,BS,56,21,U of Illinois,LLB,0,1,58,23,12,2,548333,575000,85622,,5557020,0.212,2530,106.4,4,Fooddrinktobacco-beverages,2,548.333
1093150,Food,Dr Pepper/Seven-Up,Mr. John R Albers,Minneapolis,MN,62,U of Minnesota,BA,57,25,,none,0,0,,,23,8,668320,424829,,,3455130,3.69,707,94.1,36,Fooddrinktobacco-beverages,2,668.32
2986320,Food,PepsiCo,Mr. D WayneCalloway,Elkin,NC,58,Wake Forest U,BBA,59,23,,none,0,0,,,27,8,1191150,1.70E+06,95170,,20514600,0.088,25021,1587.9,22,Fooddrinktobacco-beverages,2,1191.15
14651700,Food,Coca-Cola,Mr. Roberto C Goizueta,Cuba,,62,Yale,BS,53,21,,none,0,0,,,40,13,1454000,2.20E+06,1519540,9.48E+06,51896200,0.623,13957,2188,28,Fooddrinktobacco-beverages,2,1454
1875920,Food,Anheuser-Busch Cos,Mr. August A Busch III,St Louis,MO,56,,,,,,none,0,0,,,37,19,940000,896000,39919,,25935100,0.486,11505,594.5,11,Fooddrinktobacco-beverages,2,940
1475470,Food,Coca-Cola Enterprise,Mr. Summerfield K Johnsto,Chattanooga,TN,61,,,,,,none,0,0,,,38,2,800000,502400,173072,,2947470,7.77,5465,-15,1,Fooddrinktobacco-beverages,2,800
2045500,Food,Snapple Beverage,Mr. LeonardMarsh,Brooklyn,NY,61,,,,,,none,0,0,,,22,2,300000,1.70E+06,47198,,,7.663,516,59.5,116,Fooddrinktobacco-beverages,2,300
639278,Food,Ralston-Continental,Mr. Jay W Brown,,,48,Ohio State U,BS,66,20,Ohio State U,MA,0,1,68,22,13,10,250000,150000,40065,199213,4665490,0.068,1984,27.7,,Fooddrinktobacco-food processors,2,250
12327000,Food,Quaker Oats,Mr. William D Smithburg,Chicago,IL,55,DePaul U,BS,60,21,Northwestern U,MBA,1,1,61,22,28,13,795000,748800,6337280,4.45E+06,24309400,0.219,5792,304.6,8,Fooddrinktobacco-food processors,2,795
2797380,Food,HJ Heinz,Dr. Anthony J F O'Reilly,Ireland,,58,U of Dublin,BCL,58,22,U of Bradford U,PhD,0,1,80,44,25,15,514000,372557,1910820,,120844000,1.279,7135,543.5,9,Fooddrinktobacco-food processors,2,514
11965700,Food,Sara Lee,Mr. John H Bryan,West Point,MS,57,Rhodes C,BA,58,21,,none,0,0,,,34,19,885144,870053,207447,1.00E+07,31667000,0.317,14963,733,15,Fooddrinktobacco-food processors,2,885.144
824245,Food,Pioneer Hi-Bred Inte,Mr. Thomas N Urban,DesMoines,IA,59,Harvard,BA,56,21,Harvard,MBA,1,1,60,25,34,13,483514,189859,150872,,4328710,0.414,1342,132.4,24,Fooddrinktobacco-food processors,2,483.514
941335,Food,Tyson Foods,Mr. Leland E Tollett,Nashville,AR,57,U of Arkansas,BSA,58,21,U of Arkansas,MSA,0,1,59,22,35,3,485000,115000,44335,297000,5522550,1.4,4777,185.3,22,Fooddrinktobacco-food processors,2,485
827873,Food,International Multif,Mr. AnthonyLuiso,Italy,,50,Iona C,BA,67,23,U of Chicago,MBA,1,1,82,38,7,5,413333,355800,58740,,2648820,0.288,2200,2.2,2,Fooddrinktobacco-food processors,2,413.333
827731,Food,Dean Foods,Mr. Howard M Dean,Hinsdale,IL,56,SMU,BBA,60,22,Northwestern U,MBA,1,1,61,23,39,7,448095,300222,12072,67342,5407070,0.949,2352,66.3,9,Fooddrinktobacco-food processors,2,448.095
602369,Food,Borden,Mr. Ervin R Shames,Des Moines,IA,53,U of Florida,BSB,62,21,Harvard,MBA,1,1,66,25,1,1,306818,200000,95551,,,0.021,5506,-575.6,-11,Fooddrinktobacco-food processors,2,306.818
1221140,Food,Hershey Foods,Mr. Kenneth L Wolfe,Lebanon,PA,55,Yale,BA,61,22,U of Penn-Whart,MBA,1,1,67,28,27,1,456500,308709,455934,,,0.08,3488,297.2,15,Fooddrinktobacco-food processors,2,456.5
13070800,Food,General Mills,Mr. H BrewsterAtwater J,Minneapolis,MN,63,Princeton,AB,52,21,Stanford U,MBA,1,1,54,23,36,13,607689,777800,88533,1.16E+07,26277400,0.261,8381,518.8,17,Fooddrinktobacco-food processors,2,607.689
911034,Food,McCormickCo,Mr. Bailey A Thomas,Crisfield,MD,63,Baltimore Comme,ABA,52,21,,none,0,0,,,33,2,492387,377875,6173,34599,4451270,0.239,1584,100.7,26,Fooddrinktobacco-food processors,2,492.387
518686,Food,Wm Wrigley Jr,Mr. WilliamWrigley,Chicago,IL,61,Yale,BA,54,21,,none,0,0,,,38,33,463750,,54936,,5804590,17.95,1429,174.9,35,Fooddrinktobacco-food processors,2,463.75
2146980,Food,Campbell Soup,Mr. David W Johnson,Australia,,61,U of Sydney,BE,54,21,U of Chicago,MBA,1,1,58,25,4,4,806700,912722,41180,386374,6438420,0.186,6759,595.3,22,Fooddrinktobacco-food processors,2,806.7
3007160,Food,Archer Daniels Midla,Mr. Dwayne O Andreas,Worthington,MN,76,,,,,,none,0,0,,,24,24,2633570,,223925,149656,11209300,2.748,10315,468.7,15,Fooddrinktobacco-food processors,2,2633.57
418102,Food,Chiquita Brands Inte,Mr. Carl H Lindner,Dayton,OH,75,,,,,,none,0,0,,,10,10,410000,,8102,,2037070,19.249,2533,-51.1,5,Fooddrinktobacco-food processors,2,410
1382310,Food,Dole Food,Mr. David H Murdock,Kansas City,MO,71,,,,,,none,0,0,,,12,9,932310,450000,,,5718850,22.34,3431,77.9,5,Fooddrinktobacco-food processors,2,932.31
1387680,Food,Ralston-Ralston Puri,Mr. William P Stiritz,Jasper,AR,59,Northwestern U,BS,59,24,St Louis U,MA,0,1,68,33,30,13,800000,350000,237679,,11403700,1.054,5949,332,4,Fooddrinktobacco-food processors,2,800
846764,Food,Hormel Foods,Mr. Joel W Johnson,,,51,,,,,,none,0,0,,,3,1,273300,558000,15464,,,0.013,2888,103,14,Fooddrinktobacco-food processors,2,273.3
3196490,Food,IBP,Mr. Robert L Peterson,Hartington,NE,61,,,,,,none,0,0,,,33,14,1240000,1.85E+06,108440,,15532100,0.126,11671,77.5,13,Fooddrinktobacco-food processors,2,1240
1894570,Food,CPC International,Mr. Charles R Shoemate,La Harpe,IL,54,Western Illinoi,BS,62,22,U of Chicago,MBA,1,1,72,32,32,4,670833,455000,741240,27500,6195650,0.031,6738,454.5,15,Fooddrinktobacco-food processors,2,670.833
1620820,Food,Kellogg,Mr. Arnold G Langbo,Canada,,57,,,,,,none,0,0,,,38,2,720000,546000,136921,217902,6768800,0.049,6295,680.7,12,Fooddrinktobacco-food processors,2,720
1159100,Food,Gerber Products,Mr. Alfred A Piergallini,Martin's Creek,PA,47,Lafayette C,BA,68,21,U of Chicago,MBA,1,1,70,23,5,4,506000,,599879,53224,5181290,0.159,1177,131,15,Fooddrinktobacco-food processors,2,506
2498540,Food,Pet,Mr. Miles L Marsh,South Africa,,46,U of Cape Town,BA,70,22,Northwestern U,PhD,0,1,76,28,5,3,575084,322906,1600550,,5851760,0.24,1564,-100.4,3,Fooddrinktobacco-food processors,2,575.084
613354,Food,Loews,Mr. Laurence A Tisch,Brooklyn,NY,71,NYU,BS,42,19,U of Pennsylvan,MA,0,1,43,20,35,34,570296,,43058,,1873060,15.361,12582,594.1,1,Fooddrinktobacco-tobacco,0,570.296
3350860,Food,RJR Nabisco,Mr. Charles M Harper,Lansing,MI,66,Purdue U,BS,49,21,U of Chicago,MBA,1,1,50,22,1,1,704615,1.75E+06,896247,,,0.055,15104,-3,-15,Fooddrinktobacco-tobacco,0,704.615
808333,Food,Universal,Mr. Henry H Harrell,Richmond,VA,54,WashingtonLee,BA,61,21,,none,0,0,,,20,6,361655,355000,80193,11485,3042430,0.213,2887,59.9,5,Fooddrinktobacco-tobacco,0,361.655
7524320,Food,American Brands,Mr. William J Alley,Vernon,TX,64,U of Oklahoma,BBA,51,21,U of Oklahoma,JD,0,1,54,24,27,7,1053600,862125,5608600,,20516200,0.069,8288,668.2,3,Fooddrinktobacco-tobacco,0,1053.6
2359970,Food,UST Inc,Mr. Vincent A Gierer Jr,New York,NY,46,Iona C,BBA,69,21,,none,0,0,,,16,1,560000,1.54E+06,14150,249725,,0.251,1080,368.9,19,Fooddrinktobacco-tobacco,0,560
1504560,Food,Philip Morris Cos,Mr. Michael A Miles,Chicago,IL,54,Northwestern U,BS,61,21,,none,0,0,,,12,3,1000000,345000,159558,,8583770,0.014,50621,3568,15,Fooddrinktobacco-tobacco,0,1000
3077650,Food,ConAgra,Mr. Philip B Fletcher,Watertown,NY,60,St Lawrence U,BS,54,20,MIT,MBA,1,1,70,36,12,2,800000,428600,1055690,793363,,0.223,23002,408.4,15,Fooddrink tobacco-food processors,0,800
1738860,Forest,Crown CorkSeal,Mr. William J Avery,Chicago,IL,53,U of Chicago,BS,68,27,,none,0,0,,,35,5,650000,323423,4497,760939,6098200,0.142,4163,180.9,19,Forest products-packaging,9,650
710308,Forest,Ball Corp,Mr. Delmont A Davis,Hillside,CO,58,U of Colorado,BS,59,23,,none,0,0,,,25,3,480000,96720,41088,92500,3159660,0.078,2441,-32.5,4,Forest products-packaging,9,480
730000,Forest,Stone Container,Mr. Roger W Stone,Chicago,IL,59,U of Pennsylvan,BS,57,22,,none,0,0,,,37,15,730000,,,,6483360,1.897,5060,-319.2,-13,Forest products-packaging,9,730
1140670,Forest,Temple-Inland,Mr. Clifford J Grum,Davenport,IA,59,Austin C,BA,56,21,U of Pennsylvan,MBA,1,1,58,23,26,10,495250,100000,2500,542921,9785850,0.577,2736,67.4,15,Forest products-packaging,9,495.25
1211630,Forest,Sonoco Products,Mr. Charles W Coker,Hartsville,SC,61,Princeton,BA,55,22,Harvard,MBA,1,1,57,24,36,24,575834,451567,184233,,6309000,1.186,1947,118.8,8,Forest products-packaging,9,575.834
1558640,Forest,Owens-Illinois,Mr. Joseph H Lemieux,Providence,RI,63,Bryant C,BS,57,26,,none,0,0,,,37,4,515000,656000,387635,,5063050,0.156,3535,17.6,-3,Forest products-packaging,9,515
12203300,Forest,Louisiana-Pacific,Mr. Harry A Merlo,Stirling City,CA,69,U of Cal Berkel,BS,49,24,,none,0,0,,,44,20,650000,,11553300,,22134100,1.143,2511,254.4,31,Forest products-paperlumber,9,650
1203490,Forest,Union Camp,Mr. Raymond E Cartledge,Pensacola,FL,64,U of Alabama,BS,52,22,,none,0,0,,,38,8,610000,128400,189525,275560,5462120,0.087,3120,50,8,Forest products-paperlumber,9,610
731500,Forest,Westvaco,Mr. John A Luke Jr,New York,NY,45,Lawrence U Wisc,BA,71,22,U of Penn-Whart,MBA,1,1,79,30,15,2,700000,,31500,,,0.076,2361,51.4,5,Forest products-paperlumber,9,700
2702360,Forest,International Paper,Mr. John A Georges,El Paso,TX,63,U of Illinois,BS,51,20,Drexel U,MBA,1,1,57,26,15,10,880833,525000,1296530,,14474600,0.169,13685,289,11,Forest products-paperlumber,9,880.833
978033,Forest,Potlatch,Mr. John M Richards,Spokane,WA,57,Stanford U,BA,59,22,Harvard,MBA,1,1,61,24,30,1,385600,135300,16195,440938,,0.034,1369,38.3,9,Forest products-paperlumber,9,385.6
2544730,Forest,Georgia-Pacific,Mr. Alston D Correll,Brunswick,GA,53,U of Georgia,BS,63,22,U of Maine,MS,0,1,67,26,6,1,816667,550000,1178060,,,0.086,12330,-18,12,Forest products-paperlumber,9,816.667
1291100,Forest,Weyerhaeuser,Mr. John W Creighton Jr,Pittsburgh,PA,61,Ohio State U,BS,54,21,Ohio State U,JD,0,1,57,24,24,3,682740,430000,6296,172064,2923030,0.021,9545,527.3,15,Forest products-paperlumber,9,682.74
686093,Forest,Boise Cascade,Mr. John B Fery,Bellingham,WA,64,U of Washington,BA,53,23,Stanford U,MBA,1,1,55,25,37,22,619500,,66593,,3887900,0.268,3958,-77.1,-8,Forest products-paperlumber,9,619.5
428299,Forest,Consolidated Papers,Mr. Patrick F Brennan,New York,NY,62,Fordham U,BA,57,25,,none,0,0,,,31,1,422173,,6126,,,0.036,947,64.2,6,Forest products-paperlumber,9,422.173
1435630,Forest,Mead,Mr. Steven C Mason,Canada,,58,MIT,BS,57,21,,none,0,0,,,37,2,518751,433100,188899,294875,2676440,0.118,4790,124.1,5,Forest products-paperlumber,9,518.751
597437,Forest,Bowater,Mr. Anthony P Gammie,England,,59,,,,,,none,0,0,,,39,11,575000,,22437,,3183910,0.129,1354,-64.5,-1,Forest products-paperlumber,9,575
1391630,Forest,Champion Internation,Mr. Andrew C Sigler,Brooklyn,NY,62,Dartmouth,AB,53,21,Dartmouth,MBA,1,1,56,24,38,20,890000,220000,180871,100756,7603900,0.063,5069,-134.5,1,Forest products-paperlumber,9,890
934142,Forest,Willamette Industrie,Mr. WilliamSwindells,Oakland,CA,63,Stanford U,BS,53,22,,none,0,0,,,41,12,588000,,76142,270000,4057660,5.745,2622,110.7,20,Forest products-paperlumber,9,588
